date,us_yuan,aud_yuan,euro_yuan,pound_yuan,yen_yuan
2018/6/13,6.396,4.845,7.551,8.562,0.058
2018/6/14,6.398,4.778,7.405,8.485,0.058
2018/6/15,6.438,4.790,7.469,8.550,0.058
2018/6/16,6.438,4.790,7.469,8.550,0.058
2018/6/17,6.438,4.790,7.469,8.550,0.058
2018/6/18,6.438,4.765,7.486,8.538,0.058
2018/6/19,6.48,4.789,7.509,8.538,0.059
2018/6/20,6.471,4.772,7.498,8.526,0.059
2018/6/21,6.49,4.790,7.538,8.596,0.059
2018/6/22,6.503,4.842,7.579,8.625,0.059
2018/6/23,6.503,4.842,7.579,8.625,0.059
2018/6/24,6.503,4.839,7.588,8.625,0.059
2018/6/25,6.539,4.847,7.657,8.684,0.060
2018/6/26,6.576,4.860,7.664,8.698,0.060
2018/6/27,6.599,4.845,7.629,8.660,0.060
2018/6/28,6.623,4.866,7.657,8.658,0.060
2018/6/29,6.617,4.901,7.739,8.741,0.060
2018/6/30,6.617,4.901,7.739,8.741,0.060
2018/7/1,6.617,4.898,7.730,8.741,0.060
2018/7/2,6.663,4.888,7.757,8.756,0.060
2018/7/3,6.64,4.900,7.739,8.760,0.060
2018/7/4,6.629,4.896,7.735,8.769,0.060
2018/7/5,6.634,4.900,7.759,8.775,0.060
2018/7/6,6.64,4.937,7.812,8.818,0.060
2018/7/7,6.64,4.937,7.812,8.818,0.060
2018/7/8,6.576,4.889,7.727,8.745,0.060
2018/7/9,6.612,4.938,7.779,8.758,0.060
2018/7/10,6.63,4.918,7.773,8.793,0.060
2018/7/11,6.676,4.916,7.799,8.819,0.060
2018/7/12,6.663,4.936,7.775,8.779,0.059
2018/7/13,6.69,4.970,7.815,8.849,0.060
2018/7/14,6.69,4.970,7.815,8.849,0.060
2018/7/15,6.69,4.963,7.815,8.849,0.060
2018/7/16,6.687,4.957,7.830,8.845,0.060
2018/7/17,6.702,4.946,7.811,8.784,0.059
2018/7/18,6.716,4.971,7.818,8.779,0.060
2018/7/19,6.77,4.985,7.890,8.815,0.060
2018/7/20,6.766,5.027,7.941,8.879,0.061
2018/7/21,6.766,5.027,7.941,8.879,0.061
2018/7/22,6.766,5.027,7.941,8.879,0.061
2018/7/23,6.793,5.013,7.945,8.903,0.061
2018/7/24,6.791,5.045,7.933,8.936,0.061
2018/7/25,6.766,5.045,7.941,8.926,0.061
2018/7/26,6.786,5.008,7.900,8.894,0.061
2018/7/27,6.81,5.044,7.937,8.925,0.061
2018/7/28,6.81,5.044,7.937,8.925,0.061
2018/7/29,6.814,5.040,7.942,8.931,0.061
2018/7/30,6.816,5.049,7.981,8.957,0.061
2018/7/31,6.813,5.054,7.959,8.941,0.061
2018/8/1,6.824,5.055,7.963,8.955,0.061
2018/8/2,6.843,5.035,7.929,8.910,0.061
2018/8/3,6.83,5.056,7.914,8.882,0.061
2018/8/4,6.83,5.056,7.914,8.882,0.061
2018/8/5,6.834,5.055,7.901,8.887,0.061
2018/8/6,6.853,5.061,7.923,8.865,0.062
2018/8/7,6.833,5.073,7.927,8.851,0.061
2018/8/8,6.836,5.079,7.940,8.798,0.062
2018/8/9,6.818,5.028,7.855,8.752,0.061
2018/8/10,6.846,5.001,7.824,8.743,0.062
2018/8/11,6.846,5.001,7.824,8.743,0.062
2018/8/12,6.847,4.991,7.798,8.733,0.062
2018/8/13,6.891,5.008,7.857,8.790,0.062
2018/8/14,6.886,4.983,7.816,8.761,0.062
2018/8/15,6.934,5.017,7.862,8.799,0.063
2018/8/16,6.883,4.995,7.830,8.746,0.062
2018/8/17,6.878,5.031,7.879,8.773,0.062
2018/8/18,6.878,5.031,7.879,8.773,0.062
2018/8/19,6.878,5.028,7.870,8.773,0.062
2018/8/20,6.858,5.032,7.883,8.781,0.062
2018/8/21,6.847,5.038,7.925,8.835,0.062
2018/8/22,6.843,5.024,7.929,8.830,0.062
2018/8/23,6.878,4.984,7.942,8.807,0.062
2018/8/24,6.806,4.986,7.914,8.737,0.061
2018/8/25,6.806,4.986,7.914,8.737,0.061
2018/8/26,6.802,4.994,7.928,8.743,0.061
2018/8/27,6.814,5.007,7.960,8.792,0.061
2018/8/28,6.805,4.996,7.959,8.758,0.061
2018/8/29,6.82,4.985,7.986,8.892,0.061
2018/8/30,6.844,4.970,7.986,8.900,0.062
2018/8/31,6.83,4.910,7.933,8.847,0.062
2018/9/1,6.83,4.910,7.933,8.847,0.062
2018/9/2,6.836,4.914,7.930,8.832,0.062
2018/9/3,6.823,4.919,7.925,8.781,0.061
2018/9/4,6.844,4.917,7.930,8.797,0.061
2018/9/5,6.831,4.914,7.952,8.826,0.061
2018/9/6,6.835,4.914,7.938,8.831,0.062
2018/9/7,6.844,4.864,7.921,8.842,0.062
2018/9/8,6.844,4.864,7.921,8.842,0.062
2018/9/9,6.84,4.868,7.908,8.849,0.062
2018/9/10,6.856,4.873,7.944,8.927,0.062
2018/9/11,6.875,4.890,7.976,8.952,0.062
2018/9/12,6.861,4.918,7.978,8.945,0.062
2018/9/13,6.845,4.924,8.006,8.971,0.061
2018/9/14,6.871,4.915,7.999,8.982,0.061
2018/9/15,6.871,4.915,7.999,8.982,0.061
2018/9/17,6.861,4.908,8.006,9.028,0.061
2018/9/18,6.862,4.962,8.016,9.041,0.061
2018/9/19,6.849,4.970,7.992,9.000,0.061
2018/9/20,6.847,4.991,8.065,9.081,0.061
2018/9/21,6.858,5.006,8.068,8.965,0.061
2018/9/22,6.858,5.006,8.068,8.965,0.061
2018/9/24,6.876,4.986,8.080,9.024,0.061
2018/9/25,6.866,4.975,8.078,9.046,0.061
2018/9/26,6.877,4.994,8.081,9.061,0.061
2018/9/27,6.89,4.964,8.021,9.007,0.061
2018/9/28,6.869,4.963,7.978,8.956,0.060
2018/9/29,6.869,4.963,7.978,8.956,0.060
2018/10/1,6.869,4.963,7.950,8.956,0.060
2018/10/2,6.869,4.938,7.932,8.921,0.060
2018/10/3,6.869,4.882,7.886,8.898,0.060
2018/10/4,6.869,4.861,7.914,8.944,0.060
2018/10/5,6.869,4.848,7.923,9.014,0.060
2018/10/6,6.869,4.848,7.923,9.014,0.060
2018/10/8,6.931,4.905,7.967,9.072,0.061
2018/10/9,6.923,4.917,7.957,9.097,0.061
2018/10/10,6.924,4.893,7.986,9.147,0.062
2018/10/11,6.89,4.907,7.984,9.126,0.061
2018/10/12,6.922,4.927,8.012,9.108,0.062
2018/10/13,6.922,4.927,8.012,9.108,0.062
2018/10/15,6.917,4.937,8.015,9.101,0.062
2018/10/16,6.912,4.937,8.000,9.119,0.062
2018/10/17,6.927,4.923,7.971,9.079,0.062
2018/10/18,6.938,4.924,7.947,9.034,0.062
2018/10/19,6.93,4.936,7.993,9.059,0.062
2018/10/20,6.93,4.936,7.993,9.059,0.062
2018/10/22,6.948,4.917,7.968,9.012,0.062
2018/10/23,6.938,4.914,7.956,9.010,0.062
2018/10/24,6.944,4.907,7.918,8.948,0.062
2018/10/25,6.949,4.921,7.906,8.909,0.062
2018/10/26,6.944,4.925,7.936,8.914,0.062
2018/10/27,6.944,4.925,7.936,8.914,0.062
2018/10/29,6.962,4.913,7.920,8.914,0.062
2018/10/30,6.967,4.945,7.899,8.853,0.062
2018/10/31,6.976,4.937,7.891,8.909,0.062
2018/11/1,6.923,4.984,7.894,9.003,0.061
2018/11/2,6.891,4.968,7.849,8.949,0.061
2018/11/3,6.891,4.968,7.849,8.949,0.061
2018/11/5,6.926,4.997,7.906,9.042,0.061
2018/11/6,6.92,5.007,7.900,9.058,0.061
2018/11/7,6.92,5.033,7.909,9.081,0.061
2018/11/8,6.934,5.036,7.880,9.064,0.061
2018/11/9,6.957,5.030,7.888,9.023,0.061
2018/11/10,6.957,5.030,7.888,9.023,0.061
2018/11/12,6.964,4.996,7.816,8.951,0.061
2018/11/13,6.956,5.022,7.860,9.057,0.061
2018/11/14,6.951,5.026,7.863,9.027,0.061
2018/11/15,6.939,5.050,7.858,8.862,0.061
2018/11/16,6.938,5.087,7.920,8.906,0.061
2018/11/17,6.938,5.087,7.920,8.906,0.061
2018/11/19,6.942,5.063,7.952,8.923,0.062
2018/11/20,6.946,5.004,7.893,8.882,0.062
2018/11/21,6.927,5.031,7.881,8.847,0.061
2018/11/22,6.932,5.027,7.904,8.933,0.061
2018/11/23,6.949,5.028,7.879,8.909,0.062
2018/11/24,6.949,5.028,7.879,8.909,0.062
2018/11/26,6.941,5.012,7.861,8.887,0.061
2018/11/27,6.952,5.023,7.855,8.856,0.061
2018/11/28,6.954,5.080,7.902,8.915,0.061
2018/11/29,6.943,5.079,7.908,8.879,0.061
2018/11/30,6.959,5.091,7.872,8.876,0.061
2018/12/1,6.959,5.091,7.872,8.876,0.061
2018/12/3,6.883,5.065,7.813,8.757,0.061
2018/12/4,6.837,5.016,7.752,8.698,0.061
2018/12/5,6.857,4.987,7.783,8.735,0.061
2018/12/6,6.883,4.977,7.830,8.791,0.061
2018/12/7,6.874,4.949,7.820,8.757,0.061
2018/12/8,6.874,4.949,7.820,8.757,0.061
2018/12/10,6.913,4.970,7.847,8.685,0.061
2018/12/11,6.9,4.971,7.814,8.614,0.061
2018/12/12,6.88,4.964,7.827,8.687,0.061
2018/12/13,6.882,4.969,7.820,8.711,0.061
2018/12/14,6.908,4.963,7.814,8.700,0.061
2018/12/15,6.908,4.963,7.814,8.700,0.061
2018/12/17,6.897,4.951,7.829,8.697,0.061
2018/12/18,6.895,4.953,7.835,8.717,0.061
2018/12/19,6.891,4.905,7.840,8.701,0.061
2018/12/20,6.885,4.897,7.887,8.715,0.062
2018/12/21,6.906,4.857,7.857,8.742,0.062
2018/12/22,6.906,4.857,7.857,8.742,0.062
2018/12/24,6.899,4.865,7.867,8.755,0.062
2018/12/25,6.899,4.855,7.867,8.744,0.063
2018/12/26,6.899,4.876,7.831,8.722,0.062
2018/12/27,6.866,4.828,7.847,8.680,0.062
2018/12/28,6.878,4.844,7.870,8.740,0.062
2018/12/29,6.878,4.844,7.870,8.740,0.062
2018/12/31,6.879,4.844,7.898,8.774,0.063
