订购日期,所属区域,产品类别,数量,销售额,成本
9/24/2007,常熟,暖靴,110,"74,664.84 ","69,611.90 "
12/12/2007,昆山,睡袋,70,"20,173.97 ","18,076.44 "
11/30/2007,常熟,警告标,110,"74,664.84 ","69,634.30 "
12/4/2007,昆山,睡袋,60,"24,925.37 ","23,567.01 "
12/4/2007,昆山,睡袋,100,"27,002.48 ","23,536.02 "
12/4/2007,昆山,睡袋,60,"38,523.05 ","33,918.51 "
12/4/2007,昆山,睡袋,50,"34,420.75 ","30,933.07 "
5/29/2007,无锡,彩盒,160,"119,285.70 ","107,468.59 "
11/20/2007,常熟,睡袋,110,"88,047.39 ","81,132.88 "
11/22/2007,无锡,警告标,30,"12,752.00 ","12,941.48 "
10/26/2007,无锡,警告标,100,"1,387.22 ","1,194.26 "
7/11/2007,无锡,警告标,80,"1,026.69 ",767.76 
6/18/2007,常熟,睡袋,40,"17,002.66 ","17,238.47 "
11/30/2007,苏州,警告标,40,"17,002.66 ","17,223.10 "
5/31/2007,苏州,警告标,120,"54,212.68 ","53,013.77 "
6/13/2007,苏州,警告标,140,"63,248.13 ","61,746.90 "
10/19/2007,常熟,睡袋,60,"29,109.27 ","28,668.48 "
4/28/2007,苏州,警告标,120,"58,218.54 ","57,081.03 "
11/30/2007,常熟,睡袋,30,"10,615.54 ","10,907.39 "
11/30/2007,常熟,睡袋,40,"14,154.05 ","14,504.14 "
11/30/2007,常熟,睡袋,40,"15,073.91 ","14,997.40 "
11/30/2007,常熟,睡袋,30,"9,547.31 ","9,937.93 "
11/30/2007,常熟,睡袋,30,"9,547.31 ","9,981.96 "
12/12/2007,常熟,睡袋,100,"62,832.70 ","57,283.47 "
12/4/2007,昆山,警告标,90,"56,549.43 ","53,828.28 "
12/4/2007,昆山,警告标,110,"74,664.84 ","68,030.83 "
11/30/2007,常熟,警告标,110,"74,664.84 ","70,014.25 "
11/30/2007,常熟,警告标,30,"12,462.69 ","11,781.97 "
11/30/2007,常熟,警告标,100,"27,002.48 ","23,045.54 "
11/30/2007,常熟,睡袋,80,"23,055.97 ","20,775.89 "
7/16/2007,常熟,睡袋,50,"32,102.54 ","28,281.42 "
9/14/2007,常熟,睡袋,50,"34,420.75 ","30,815.55 "
11/12/2007,无锡,暖靴,140,"104,374.99 ","93,410.54 "
3/23/2007,苏州,彩盒,110,"88,047.39 ","81,133.06 "
9/14/2007,苏州,警告标,120,"1,664.66 ","1,544.74 "
7/19/2007,苏州,睡袋,90,"1,155.02 ",860.70 
8/22/2007,苏州,睡袋,200,51.93 ,56.50 
9/18/2007,苏州,睡袋,200,51.93 ,54.42 
10/22/2007,苏州,睡袋,156,"2,268.21 ","1,770.87 "
11/27/2007,苏州,睡袋,156,"2,268.21 ","1,787.60 "
12/12/2007,苏州,睡袋,150,"2,058.57 ","1,593.03 "
5/31/2007,苏州,暖靴,100,51.93 ,28.25 
11/30/2007,苏州,睡袋,100,51.93 ,35.49 
5/31/2007,常熟,宠物用品,100,51.93 ,27.21 
12/12/2007,昆山,警告标,100,111.27 ,98.98 
12/12/2007,昆山,警告标,100,111.27 ,98.98 
12/12/2007,昆山,警告标,100,111.27 ,98.98 
11/30/2007,常熟,警告标,50,12.98 ,17.74 
12/12/2007,常熟,警告标,50,12.98 ,13.60 
7/16/2007,苏州,警告标,104,"1,512.14 ","1,180.58 "
11/30/2007,苏州,睡袋,104,"1,512.14 ","1,191.73 "
11/13/2007,无锡,警告标,100,"1,372.38 ","1,062.02 "
5/21/2007,无锡,暖靴,1504,"59,020.90 ","53,181.85 "
3/28/2007,无锡,睡袋,1504,"59,020.90 ","53,909.05 "
8/22/2007,苏州,警告标,1504,"59,020.90 ","54,227.09 "
10/19/2007,苏州,警告标,4550,"19,914.33 ","23,717.15 "
4/28/2007,苏州,暖靴,4700,"2,440.61 ","3,431.00 "
7/27/2007,无锡,彩盒,156,"7,742.00 ","6,725.01 "
11/20/2007,苏州,警告标,156,"7,742.00 ","6,489.56 "
11/22/2007,无锡,彩盒,156,"7,742.00 ","7,243.17 "
12/12/2007,南京,彩盒,500,445.10 ,426.15 
12/12/2007,南京,彩盒,350,"5,971.70 ","5,859.86 "
12/12/2007,昆山,警告标,100,"33,753.11 ","27,247.03 "
11/30/2007,常熟,警告标,50,"16,876.55 ","13,009.76 "
3/27/2007,无锡,暖靴,100,"33,753.11 ","27,849.28 "
5/22/2007,无锡,暖靴,35,"11,450.09 ","9,997.64 "
5/31/2007,常熟,警告标,25,"7,141.93 ","6,268.31 "
6/13/2007,常熟,警告标,140,"39,994.83 ","32,898.90 "
7/25/2007,无锡,暖靴,110,"31,424.51 ","25,493.73 "
1/30/2007,无锡,睡袋,100,"28,567.74 ","23,743.74 "
4/28/2007,常熟,警告标,40,"16,287.54 ","13,111.73 "
1/29/2007,无锡,彩盒,300,"122,156.57 ","99,974.16 "
6/18/2007,无锡,彩盒,200,"81,437.71 ","67,938.47 "
3/27/2007,无锡,警告标,50,"5,634.17 ","4,376.06 "
4/12/2007,无锡,睡袋,600,"244,313.14 ","188,581.40 "
4/27/2007,无锡,宠物用品,150,"36,369.02 ","44,358.94 "
10/16/2007,无锡,暖靴,1161,"9,473.87 ","8,538.23 "
9/18/2007,无锡,暖靴,1161,"9,473.87 ","8,437.96 "
3/13/2007,无锡,暖靴,1161,"9,473.87 ","8,442.36 "
2/9/2007,无锡,睡袋,1161,"9,473.87 ","8,438.42 "
3/15/2007,无锡,睡袋,1728,"36,020.72 ","33,641.78 "
8/14/2007,无锡,警告标,1728,"36,020.72 ","34,984.50 "
12/4/2007,昆山,睡袋,3480,"10,842.54 ","10,096.06 "
10/25/2007,无锡,暖靴,520,"7,252.10 ","7,083.09 "
9/13/2007,无锡,睡袋,520,"7,252.10 ","6,947.91 "
3/23/2007,无锡,暖靴,520,"7,252.10 ","6,947.91 "
3/23/2007,常熟,彩盒,520,"7,252.10 ","6,947.91 "
9/14/2007,常熟,警告标,765,"10,725.70 ","9,428.07 "
7/19/2007,常熟,睡袋,765,"10,725.70 ","9,299.69 "
8/22/2007,常熟,睡袋,765,"10,725.70 ","9,303.59 "
9/18/2007,常熟,睡袋,765,"10,725.70 ","9,291.77 "
10/22/2007,常熟,睡袋,4600,"2,388.68 ","1,978.00 "
11/27/2007,常熟,睡袋,3500,"1,817.47 ","1,505.00 "
12/12/2007,常熟,睡袋,2100,"1,090.48 ",903.00 
9/7/2007,无锡,警告标,3000,"1,557.84 ","1,290.00 "
5/31/2007,常熟,暖靴,38,"2,621.61 ","3,913.88 "
2/13/2007,无锡,彩盒,15,"13,661.11 ","12,996.56 "
9/28/2007,无锡,睡袋,7,"5,155.92 ","5,213.22 "
11/30/2007,常熟,睡袋,7,"6,906.40 ","7,145.87 "
7/27/2007,无锡,警告标,25,"11,494.60 ","11,699.27 "
7/16/2007,常熟,警告标,10,"4,479.15 ","4,594.68 "
11/30/2007,常熟,睡袋,32,"7,415.89 ","6,760.19 "
5/31/2007,苏州,宠物用品,25,"5,793.66 ","7,021.15 "
12/20/2007,无锡,警告标,12,"1,090.48 ",874.67 
8/22/2007,常熟,警告标,81,"7,360.77 ","5,054.77 "
10/19/2007,常熟,警告标,147,"13,358.44 ","9,365.30 "
4/28/2007,常熟,暖靴,67,"6,088.54 ","4,452.64 "
10/24/2007,苏州,睡袋,6,545.24 ,449.99 
10/30/2007,无锡,暖靴,8,712.15 ,759.31 
3/20/2007,无锡,服装,54,"4,807.04 ","3,369.64 "
11/20/2007,常熟,警告标,98,"8,723.88 ","6,244.53 "
5/16/2007,无锡,暖靴,44,"3,916.84 ","2,985.48 "
1/31/2007,无锡,警告标,4,356.08 ,315.96 
5/31/2007,苏州,睡袋,12,"1,090.48 ",745.35 
4/23/2007,无锡,彩盒,81,"7,360.77 ","5,080.39 "
5/24/2007,无锡,睡袋,147,"13,358.44 ","9,379.71 "
4/28/2007,苏州,睡袋,67,"6,088.54 ","4,442.05 "
11/6/2007,无锡,彩盒,6,545.24 ,426.50 
4/19/2007,无锡,彩盒,23,"1,919.48 ","1,621.53 "
6/13/2007,苏州,睡袋,46,"3,838.95 ","3,065.77 "
2/8/2007,无锡,服装,10,741.83 ,558.07 
7/5/2007,无锡,彩盒,78,"5,381.21 ","3,976.37 "
7/5/2007,无锡,彩盒,31,"2,529.63 ","2,283.46 "
10/26/2007,无锡,警告标,10,"1,205.47 ","1,138.11 "
11/26/2007,无锡,暖靴,68,"8,197.18 ","5,003.25 "
4/18/2007,无锡,睡袋,141,"16,997.10 ","10,500.96 "
9/28/2007,无锡,睡袋,89,"10,728.67 ","7,172.06 "
5/8/2007,无锡,睡袋,5,602.73 ,427.96 
5/15/2007,无锡,警告标,10,"1,186.92 ","2,342.64 "
6/13/2007,苏州,暖靴,68,"8,071.07 ","5,029.78 "
5/31/2007,无锡,服装,141,"16,735.61 ","10,499.30 "
11/16/2007,无锡,警告标,89,"10,563.61 ","6,982.76 "
10/31/2007,无锡,暖靴,5,593.46 ,418.97 
5/31/2007,苏州,宠物用品,12,"1,446.56 ","1,360.20 "
7/16/2007,苏州,暖靴,136,"16,394.37 ","9,576.90 "
8/22/2007,苏州,暖靴,262,"31,583.26 ","19,079.06 "
9/14/2007,苏州,暖靴,110,"13,260.15 ","8,697.92 "
12/12/2007,南京,彩盒,10,"1,205.47 ",838.19 
11/23/2007,无锡,警告标,68,"7,354.76 ","4,860.48 "
9/13/2007,无锡,暖靴,114,"12,330.05 ","7,840.05 "
4/19/2007,无锡,服装,93,"10,058.72 ","6,587.35 "
9/12/2007,无锡,宠物用品,38,"4,110.02 ","2,758.14 "
7/4/2007,无锡,暖靴,68,"7,354.76 ","5,023.41 "
11/20/2007,苏州,暖靴,115,"12,438.20 ","8,086.68 "
10/19/2007,苏州,暖靴,92,"9,950.56 ","6,668.09 "
6/7/2007,无锡,警告标,38,"4,110.02 ","2,823.25 "
4/20/2007,无锡,暖靴,21,"1,752.57 ","1,433.89 "
3/23/2007,苏州,警告标,21,"1,557.84 ",998.81 
5/31/2007,常熟,宠物用品,136,"10,088.84 ","6,710.18 "
9/24/2007,苏州,警告标,246,"18,248.93 ","12,993.24 "
6/6/2007,无锡,服装,110,"8,160.09 ","5,794.34 "
3/6/2007,无锡,服装,89,"9,362.00 ","5,699.67 "
10/10/2007,无锡,彩盒,147,"15,463.08 ","9,557.27 "
12/6/2007,无锡,警告标,126,"13,254.07 ","9,355.38 "
5/21/2007,无锡,睡袋,57,"5,995.89 ","4,026.38 "
10/24/2007,常熟,睡袋,42,"3,427.24 ","2,578.02 "
8/14/2007,无锡,警告标,73,"5,956.87 ","4,832.47 "
3/23/2007,苏州,暖靴,63,"5,140.86 ","4,551.58 "
5/29/2007,无锡,服装,31,"2,587.12 ","1,968.64 "
8/15/2007,苏州,宠物用品,55,"4,590.05 ","3,544.28 "
5/31/2007,常熟,睡袋,47,"3,922.41 ","3,126.44 "
12/4/2007,昆山,睡袋,63,"5,257.70 ","3,902.07 "
12/4/2007,昆山,睡袋,111,"9,263.56 ","7,220.12 "
12/12/2007,昆山,睡袋,94,"7,844.82 ","6,172.81 "
12/12/2007,昆山,睡袋,10,897.61 ,499.16 
12/12/2007,昆山,睡袋,136,"12,207.50 ","6,907.21 "
12/12/2007,昆山,睡袋,257,"23,068.58 ","13,338.26 "
8/13/2007,无锡,睡袋,110,"9,873.71 ","6,153.26 "
12/29/2007,无锡,彩盒,10,897.61 ,577.55 
2/13/2007,无锡,警告标,29,"2,420.21 ","1,796.62 "
9/13/2007,无锡,暖靴,55,"4,590.05 ","3,466.65 "
4/28/2007,常熟,睡袋,43,"3,588.59 ","2,749.99 "
12/27/2007,无锡,警告标,105,"7,243.94 ","4,874.45 "
8/20/2007,无锡,暖靴,183,"12,625.15 ","8,901.98 "
3/21/2007,苏州,彩盒,157,"10,831.41 ","7,580.00 "
7/18/2007,无锡,暖靴,105,"8,178.64 ","5,037.55 "
6/13/2007,常熟,睡袋,183,"14,254.20 ","9,193.64 "
12/17/2007,无锡,彩盒,157,"12,229.01 ","8,310.02 "
3/9/2007,无锡,宠物用品,78,"6,075.56 ","4,203.42 "
4/5/2007,无锡,宠物用品,1450,"305,484.15 ","331,856.46 "
7/23/2007,无锡,宠物用品,1150,"264,205.22 ","286,037.11 "
4/12/2007,无锡,宠物用品,1500,"300,105.91 ","336,731.78 "
6/14/2007,无锡,宠物用品,700,"149,967.65 ","164,471.28 "
4/25/2007,无锡,彩盒,70,"14,747.51 ","4,685.96 "
2/13/2007,无锡,暖靴,60,"13,784.62 ","3,917.47 "
9/28/2007,无锡,睡袋,75,"15,005.30 ","5,119.64 "
12/27/2007,无锡,警告标,35,"7,498.38 ","2,191.36 "
10/24/2007,无锡,暖靴,32,"8,818.83 ","23,625.08 "
12/6/2007,无锡,警告标,68,"18,740.02 ","4,512.38 "
6/29/2007,无锡,警告标,24,"11,818.19 ","10,936.09 "
6/13/2007,常熟,暖靴,30,"10,210.50 ","9,761.80 "
12/12/2007,昆山,睡袋,60,"20,932.86 ","19,521.66 "
11/27/2007,无锡,彩盒,30,"11,176.36 ","10,731.23 "
5/31/2007,常熟,宠物用品,54,"12,562.39 ","12,755.26 "
8/17/2007,无锡,暖靴,48,"11,440.75 ","11,440.90 "
7/16/2007,常熟,暖靴,42,"10,714.79 ","10,221.44 "
8/22/2007,常熟,暖靴,30,"3,186.89 ","2,988.71 "
9/14/2007,常熟,暖靴,24,"2,951.88 ","2,280.11 "
2/13/2007,无锡,睡袋,48,"5,828.98 ","5,382.18 "
2/13/2007,无锡,暖靴,900,"107,490.66 ","83,371.97 "
5/9/2007,无锡,暖靴,180,"25,650.88 ","19,588.95 "
11/20/2007,常熟,暖靴,30,"4,001.41 ","3,694.68 "
6/15/2007,无锡,警告标,72,"9,309.63 ","8,177.26 "
10/19/2007,常熟,暖靴,60,"7,793.63 ","5,765.37 "
7/10/2007,无锡,暖靴,150,"12,373.67 ","11,440.53 "
5/31/2007,苏州,警告标,120,"10,940.46 ","11,209.89 "
11/27/2007,昆山,睡袋,60,"6,217.99 ","20,112.18 "
6/18/2007,南京,睡袋,90,"10,148.19 ","9,911.57 "
3/23/2007,常熟,警告标,72,"8,049.11 ","7,093.59 "
9/24/2007,常熟,警告标,60,"6,422.73 ","5,608.56 "
12/12/2007,苏州,睡袋,160,"30,693.81 ","23,911.42 "
7/19/2007,昆山,睡袋,30,"1,673.56 ","1,311.06 "
10/24/2007,苏州,宠物用品,420,"38,883.58 ","37,841.22 "
5/9/2007,无锡,警告标,60,"6,551.81 ","7,368.97 "
5/15/2007,无锡,警告标,90,"10,341.80 ","11,726.86 "
3/23/2007,常熟,暖靴,120,"9,115.56 ","7,823.62 "
8/22/2007,昆山,睡袋,140,"13,179.29 ","16,378.48 "
1/24/2007,南京,宠物用品,320,"45,838.94 ","34,193.03 "
2/13/2007,南京,宠物用品,80,"22,438.77 ","16,715.89 "
3/21/2007,南京,宠物用品,200,"35,192.25 ","26,936.41 "
4/28/2007,南京,宠物用品,500,"43,916.13 ","37,801.23 "
5/25/2007,南京,宠物用品,144,"5,469.34 ","4,728.73 "
6/18/2007,南京,宠物用品,180,"12,017.59 ","8,280.38 "
8/15/2007,常熟,宠物用品,78,"6,139.21 ","4,938.50 "
10/22/2007,昆山,睡袋,240,"4,237.31 ","4,201.35 "
12/12/2007,无锡,暖靴,400,"7,062.19 ","6,976.10 "
9/20/2007,无锡,警告标,340,"6,002.86 ","5,900.52 "
9/13/2007,无锡,暖靴,700,"12,358.83 ","12,286.77 "
10/11/2007,无锡,暖靴,700,"12,358.83 ","12,225.82 "
12/12/2007,昆山,睡袋,600,"10,593.28 ","10,489.18 "
11/27/2007,昆山,睡袋,340,"8,979.07 ","8,371.88 "
11/27/2007,苏州,睡袋,360,"9,881.13 ","9,157.57 "
10/22/2007,昆山,睡袋,440,"12,795.02 ","11,730.51 "
9/27/2007,无锡,睡袋,340,"10,214.95 ","9,388.23 "
9/18/2007,无锡,服装,360,"3,149.91 ","3,372.70 "
11/30/2007,苏州,暖靴,140,"2,938.14 ","3,151.59 "
11/30/2007,苏州,暖靴,1140,"8,167.70 ","5,549.22 "
8/22/2007,无锡,暖靴,20,237.13 ,255.80 
9/18/2007,昆山,睡袋,240,"2,145.59 ","2,308.37 "
3/21/2007,常熟,彩盒,180,"1,380.94 ","1,478.37 "
7/19/2007,苏州,睡袋,420,"3,222.19 ","3,631.78 "
8/22/2007,苏州,睡袋,160,"2,404.28 ","2,644.91 "
9/3/2007,无锡,彩盒,40,319.56 ,345.51 
9/4/2007,无锡,睡袋,600,"4,298.79 ","4,622.78 "
10/22/2007,苏州,睡袋,60,"1,278.22 ","1,372.38 "
9/18/2007,昆山,睡袋,120,928.23 ,"1,001.70 "
10/22/2007,苏州,睡袋,140,"2,361.16 ","1,582.30 "
11/27/2007,苏州,睡袋,200,"3,601.35 ","3,944.39 "
12/12/2007,苏州,睡袋,140,"1,624.41 ","1,755.86 "
8/23/2007,无锡,彩盒,220,"3,082.70 ","3,322.87 "
11/30/2007,苏州,暖靴,120,"2,853.18 ","3,067.08 "
11/30/2007,苏州,暖靴,20,187.68 ,209.49 
12/12/2007,苏州,暖靴,140,"2,520.94 ","2,701.77 "
9/18/2007,苏州,睡袋,140,"5,649.75 ","5,092.72 "
3/26/2007,无锡,暖靴,160,"6,456.86 ","5,852.46 "
6/18/2007,无锡,警告标,180,"7,263.97 ","6,558.08 "
3/16/2007,苏州,彩盒,90,"40,412.48 ","36,850.45 "
9/18/2007,无锡,警告标,48,"23,023.92 ","21,039.52 "
4/25/2007,无锡,暖靴,60,"21,760.74 ","20,089.60 "
11/5/2007,无锡,暖靴,270,"95,800.22 ","86,622.70 "
7/19/2007,南京,睡袋,180,"70,449.78 ","64,711.13 "
8/22/2007,南京,睡袋,30,"8,350.00 ","7,733.71 "
9/18/2007,南京,睡袋,30,"9,449.39 ","8,719.67 "
10/22/2007,南京,睡袋,60,"26,625.64 ","24,730.94 "
11/27/2007,南京,睡袋,36,"17,265.27 ","15,940.17 "
12/12/2007,南京,睡袋,24,"13,773.05 ","12,633.91 "
3/23/2007,苏州,睡袋,24,"11,086.45 ","9,889.58 "
5/25/2007,无锡,警告标,240,"32,776.86 ","28,371.62 "
7/19/2007,昆山,睡袋,120,"17,883.95 ","15,394.61 "
4/10/2007,无锡,暖靴,400,"28,219.08 ","24,189.01 "
8/22/2007,昆山,睡袋,200,"15,059.08 ","14,108.53 "
9/18/2007,苏州,睡袋,600,"38,411.78 ","31,701.66 "
9/11/2007,无锡,警告标,170,"18,311.25 ","17,312.63 "
12/24/2007,无锡,警告标,50,"5,875.27 ","6,486.56 "
3/13/2007,无锡,暖靴,180,"21,391.31 ","19,256.35 "
5/28/2007,无锡,警告标,120,"12,320.25 ","10,170.10 "
10/26/2007,无锡,暖靴,30,"11,552.46 ","10,264.64 "
3/21/2007,苏州,睡袋,1,310.60 ,68.70 
5/31/2007,常熟,警告标,48,"11,825.31 ","11,066.49 "
7/19/2007,南京,宠物用品,121,"37,582.93 ","35,008.44 "
8/22/2007,南京,宠物用品,12,"5,325.13 ","4,917.88 "
9/18/2007,南京,宠物用品,66,"25,831.59 ","23,639.00 "
11/30/2007,苏州,暖靴,48,"15,119.02 ","13,857.53 "
7/19/2007,昆山,彩盒,54,"7,695.26 ","6,790.16 "
12/12/2007,常熟,睡袋,120,"28,957.94 ","28,600.72 "
9/18/2007,昆山,彩盒,480,"112,840.71 ","111,114.48 "
4/27/2007,无锡,暖靴,90,"23,153.89 ","22,849.97 "
8/22/2007,昆山,彩盒,60,"10,980.52 ","11,047.71 "
12/4/2007,昆山,暖靴,30,"5,959.83 ","5,974.56 "
12/4/2007,昆山,暖靴,30,"9,505.02 ","9,161.04 "
7/19/2007,苏州,睡袋,24,"8,668.69 ","8,377.04 "
8/22/2007,苏州,睡袋,24,"6,103.15 ","5,835.99 "
5/21/2007,无锡,暖靴,30,"8,719.43 ","8,283.56 "
1/24/2007,昆山,彩盒,54,"15,366.49 ","14,164.37 "
2/13/2007,昆山,彩盒,30,"9,024.32 ","8,363.10 "
3/21/2007,昆山,彩盒,24,"7,604.02 ","7,438.09 "
4/28/2007,昆山,彩盒,24,"8,668.69 ","8,567.41 "
5/25/2007,昆山,彩盒,180,"33,582.49 ","25,705.33 "
6/18/2007,昆山,彩盒,120,"25,112.31 ","19,304.19 "
7/26/2007,无锡,暖靴,100,"12,915.20 ","10,217.09 "
10/24/2007,常熟,宠物用品,250,"108,251.03 ","90,939.77 "
1/24/2007,苏州,彩盒,348,"123,863.07 ","97,749.58 "
12/11/2007,无锡,服装,500,"63,797.08 ","48,365.44 "
3/21/2007,苏州,彩盒,550,"126,481.42 ","88,869.47 "
4/28/2007,苏州,彩盒,300,"65,740.66 ","64,904.99 "
5/25/2007,苏州,彩盒,350,"60,392.10 ","52,462.78 "
6/18/2007,苏州,彩盒,200,"36,646.23 ","31,731.54 "
7/19/2007,苏州,彩盒,1500,"255,707.59 ","225,401.61 "
12/12/2007,昆山,彩盒,1000,"185,382.44 ","161,788.10 "
6/7/2007,无锡,暖靴,1500,"190,946.14 ","136,117.03 "
8/22/2007,苏州,彩盒,250,"30,767.25 ","25,468.24 "
9/18/2007,苏州,彩盒,150,"19,717.75 ","16,130.83 "
7/23/2007,无锡,暖靴,300,"36,764.92 ","30,525.31 "
11/27/2007,常熟,睡袋,100,"13,211.93 ","10,841.63 "
2/13/2007,苏州,彩盒,250,"27,651.58 ","19,814.79 "
4/26/2007,无锡,暖靴,100,"11,527.98 ","8,436.30 "
10/24/2007,苏州,警告标,250,"27,651.58 ","18,334.45 "
11/30/2007,常熟,暖靴,250,"79,505.26 ","67,176.02 "
11/30/2007,常熟,暖靴,200,"25,414.98 ","23,111.70 "
10/29/2007,无锡,暖靴,300,"23,968.41 ","18,769.30 "
12/12/2007,昆山,暖靴,500,"53,337.33 ","42,334.45 "
12/12/2007,昆山,暖靴,300,"36,275.32 ","29,715.56 "
12/12/2007,昆山,暖靴,250,"33,920.02 ","27,639.01 "
10/22/2007,昆山,彩盒,1500,"16,802.37 ","12,298.82 "
4/23/2007,无锡,暖靴,1500,"16,802.37 ","12,081.69 "
5/24/2007,无锡,暖靴,2000,"22,403.16 ","12,340.38 "
12/4/2007,南京,睡袋,200,"19,139.12 ","14,395.82 "
12/4/2007,南京,睡袋,100,"8,582.93 ","6,604.12 "
12/4/2007,南京,睡袋,100,"9,183.81 ","7,141.55 "
12/4/2007,南京,睡袋,500,"86,274.42 ","74,655.77 "
7/19/2007,常熟,睡袋,250,"30,377.80 ","27,668.56 "
8/22/2007,常熟,睡袋,100,"18,308.28 ","18,135.27 "
11/27/2007,无锡,暖靴,100,"8,582.93 ","6,600.41 "
7/13/2007,无锡,服装,500,"55,303.17 ","39,179.60 "
10/22/2007,苏州,彩盒,818,"106,799.28 ","83,158.63 "
12/12/2007,苏州,彩盒,818,"106,799.28 ","82,966.87 "
10/22/2007,常熟,睡袋,818,"106,799.28 ","83,347.42 "
3/27/2007,无锡,警告标,750,"68,155.31 ","57,389.53 "
12/12/2007,常熟,睡袋,250,"15,689.63 ","13,945.43 "
10/22/2007,常熟,睡袋,600,"81,408.04 ","66,048.51 "
11/27/2007,常熟,睡袋,150,"2,147.59 ","1,836.42 "
12/20/2007,无锡,彩盒,150,"2,147.59 ","1,877.75 "
11/30/2007,常熟,暖靴,200,"2,863.45 ","2,122.27 "
11/30/2007,常熟,暖靴,500,"7,232.81 ","5,227.49 "
12/12/2007,常熟,暖靴,250,"6,490.98 ","4,556.03 "
9/18/2007,常熟,睡袋,200,"5,534.03 ","3,655.24 "
11/27/2007,昆山,彩盒,400,"86,645.34 ","78,565.21 "
3/16/2007,常熟,彩盒,300,"15,578.36 ","16,763.60 "
5/24/2007,无锡,睡袋,152,"26,272.53 ","24,390.00 "
12/27/2007,无锡,暖靴,244,"41,595.07 ","37,113.49 "
11/27/2007,苏州,彩盒,152,"28,178.16 ","24,916.42 "
4/6/2007,无锡,警告标,208,"28,082.58 ","24,210.66 "
11/12/2007,无锡,暖靴,160,"22,658.35 ","19,935.18 "
3/29/2007,无锡,警告标,96,"11,814.64 ","9,845.08 "
4/6/2007,无锡,彩盒,168,"20,588.34 ","16,876.84 "
3/21/2007,苏州,睡袋,20,"2,430.22 ","2,164.04 "
4/19/2007,无锡,彩盒,280,"25,444.65 ","22,020.71 "
3/23/2007,常熟,睡袋,164,"17,494.61 ","14,029.42 "
7/11/2007,无锡,暖靴,100,"7,989.47 ","6,421.66 "
9/24/2007,无锡,警告标,14,"1,705.34 ","1,436.08 "
3/21/2007,无锡,警告标,24,"3,281.22 ","2,736.83 "
4/16/2007,无锡,睡袋,34,"5,967.56 ","4,490.45 "
7/6/2007,无锡,彩盒,33,"6,044.17 ","4,691.05 "
6/4/2007,无锡,警告标,24,"1,796.39 ","1,287.03 "
9/18/2007,常熟,睡袋,312,"27,334.20 ","19,508.07 "
5/14/2007,无锡,警告标,150,"13,619.93 ","9,801.67 "
12/12/2007,昆山,暖靴,120,"11,643.71 ","8,809.98 "
8/15/2007,苏州,睡袋,70,"6,973.95 ","5,367.01 "
3/21/2007,常熟,睡袋,70,"7,846.34 ","5,757.09 "
11/9/2007,无锡,彩盒,24,"2,804.10 ","1,935.78 "
5/21/2007,无锡,睡袋,39,"6,920.38 ","5,108.92 "
3/27/2007,无锡,睡袋,151,"25,931.68 ","18,451.89 "
2/1/2007,无锡,服装,42,"8,832.97 ","5,600.01 "
11/30/2007,常熟,暖靴,16,"3,470.58 ","2,560.74 "
4/26/2007,无锡,暖靴,4,903.86 ,661.91 
6/6/2007,无锡,警告标,19,"4,359.52 ","3,204.81 "
1/30/2007,无锡,暖靴,31,"7,575.06 ","5,492.52 "
2/7/2007,无锡,警告标,3,467.12 ,418.20 
7/19/2007,常熟,睡袋,100,"11,409.29 ","8,717.50 "
8/22/2007,常熟,睡袋,200,"34,569.11 ","32,946.19 "
1/24/2007,南京,宠物用品,200,"15,237.12 ","11,997.68 "
2/13/2007,南京,宠物用品,750,"47,569.62 ","34,491.65 "
3/21/2007,南京,宠物用品,500,"4,450.96 ","3,971.14 "
4/28/2007,南京,宠物用品,300,"7,366.34 ","4,885.20 "
5/25/2007,南京,宠物用品,1000,"49,405.64 ","38,926.53 "
6/18/2007,南京,宠物用品,5000,"17,436.09 ","13,591.02 "
4/24/2007,无锡,警告标,5000,"22,625.71 ","24,538.19 "
1/24/2007,常熟,彩盒,175,"11,164.49 ","10,043.18 "
3/9/2007,无锡,警告标,150,"15,021.99 ","12,914.98 "
12/14/2007,无锡,彩盒,250,"22,347.52 ","18,656.41 "
3/21/2007,常熟,彩盒,500,"45,622.33 ","37,759.59 "
4/28/2007,常熟,彩盒,150,"14,832.82 ","12,141.53 "
5/25/2007,常熟,彩盒,200,"11,349.95 ","9,789.52 "
6/18/2007,常熟,彩盒,350,"32,610.69 ","46,767.44 "
7/19/2007,常熟,彩盒,150,"15,800.90 ","13,066.92 "
4/30/2007,无锡,睡袋,150,"8,623.73 ","7,269.80 "
12/4/2007,南京,警告标,150,"10,125.93 ","8,529.24 "
12/4/2007,南京,警告标,250,"14,001.98 ","10,750.63 "
12/7/2007,无锡,暖靴,3414,"199,062.04 ","167,162.58 "
10/23/2007,无锡,彩盒,2000,"98,811.29 ","76,930.65 "
8/22/2007,常熟,彩盒,350,"35,051.30 ","29,024.09 "
9/18/2007,常熟,彩盒,300,"32,670.04 ","24,691.67 "
12/27/2007,无锡,警告标,800,"38,574.98 ","32,622.67 "
4/13/2007,无锡,宠物用品,300,"18,916.58 ","16,084.15 "
2/13/2007,常熟,彩盒,900,"65,095.28 ","51,130.61 "
11/30/2007,苏州,暖靴,200,"27,551.44 ","22,326.17 "
